COUNTRY,CONTINENT,YEAR,POP
Ireland,Europe,1957,2878220.0
Ireland,Europe,1962,2830000.0
Ireland,Europe,1967,2900100.0
Ireland,Europe,1972,3024400.0
Ireland,Europe,1977,3271900.0
Ireland,Europe,1982,3480000.0
Ireland,Europe,1987,3539900.0
Ireland,Europe,1992,3557761.0
Ireland,Europe,1997,3667233.0
Ireland,Europe,2002,3879155.0
Ireland,Europe,2007,4109086.0
Italy,Europe,1952,47666000.0
Italy,Europe,1957,49182000.0
Italy,Europe,1962,50843200.0
Italy,Europe,1967,52667100.0
Italy,Europe,1972,54365564.0
Italy,Europe,1977,56059245.0
Italy,Europe,1982,56535636.0
Italy,Europe,1987,56729703.0
Italy,Europe,1992,56840847.0
Italy,Europe,1997,57479469.0
Italy,Europe,2002,57926999.0
Italy,Europe,2007,58147733.0
Montenegro,Europe,1952,413834.0
Montenegro,Europe,1957,442829.0
Montenegro,Europe,1962,474528.0
Montenegro,Europe,1967,501035.0
Montenegro,Europe,1972,527678.0
Montenegro,Europe,1977,560073.0
Montenegro,Europe,1982,562548.0
Montenegro,Europe,1987,569473.0
Montenegro,Europe,1992,621621.0
Montenegro,Europe,1997,692651.0
Montenegro,Europe,2002,720230.0
Montenegro,Europe,2007,684736.0
Netherlands,Europe,1952,10381988.0
Netherlands,Europe,1957,11026383.0
Netherlands,Europe,1962,11805689.0
Netherlands,Europe,1967,12596822.0
Netherlands,Europe,1972,13329874.0
Netherlands,Europe,1977,13852989.0
Netherlands,Europe,1982,14310401.0
Netherlands,Europe,1987,14665278.0
Netherlands,Europe,1992,15174244.0
Netherlands,Europe,1997,15604464.0
Netherlands,Europe,2002,16122830.0
Netherlands,Europe,2007,16570613.0
Norway,Europe,1952,3327728.0
Norway,Europe,1957,3491938.0
Norway,Europe,1962,3638919.0
Norway,Europe,1967,3786019.0
Norway,Europe,1972,3933004.0
Norway,Europe,1977,4043205.0
Norway,Europe,1982,4114787.0
Norway,Europe,1987,4186147.0
Norway,Europe,1992,4286357.0
Norway,Europe,1997,4405672.0
Norway,Europe,2002,4535591.0
Norway,Europe,2007,4627926.0
Poland,Europe,1952,25730551.0
Poland,Europe,1957,28235346.0
Poland,Europe,1962,30329617.0
Poland,Europe,1967,31785378.0
Poland,Europe,1972,33039545.0
Poland,Europe,1977,34621254.0
Poland,Europe,1982,36227381.0
Poland,Europe,1987,37740710.0
Poland,Europe,1992,38370697.0
Poland,Europe,1997,38654957.0
Poland,Europe,2002,38625976.0
Poland,Europe,2007,38518241.0
Portugal,Europe,1952,8526050.0
Portugal,Europe,1957,8817650.0
Portugal,Europe,1962,9019800.0
Portugal,Europe,1967,9103000.0
Portugal,Europe,1972,8970450.0
Portugal,Europe,1977,9662600.0
Portugal,Europe,1982,9859650.0
Portugal,Europe,1987,9915289.0
Portugal,Europe,1992,9927680.0
Portugal,Europe,1997,10156415.0
Portugal,Europe,2002,10433867.0
Portugal,Europe,2007,10642836.0
Romania,Europe,1952,16630000.0
Romania,Europe,1957,17829327.0
Romania,Europe,1962,18680721.0
Romania,Europe,1967,19284814.0
Romania,Europe,1972,20662648.0
Romania,Europe,1977,21658597.0
Romania,Europe,1982,22356726.0
Romania,Europe,1987,22686371.0
Romania,Europe,1992,22797027.0
Romania,Europe,1997,22562458.0
Romania,Europe,2002,22404337.0
Romania,Europe,2007,22276056.0
Serbia,Europe,1952,6860147.0
Serbia,Europe,1957,7271135.0
Serbia,Europe,1962,7616060.0
Serbia,Europe,1967,7971222.0
Serbia,Europe,1972,8313288.0
Serbia,Europe,1977,8686367.0
Serbia,Europe,1982,9032824.0
Serbia,Europe,1987,9230783.0
Serbia,Europe,1992,9826397.0
Serbia,Europe,1997,10336594.0
Serbia,Europe,2002,10111559.0
Serbia,Europe,2007,10150265.0
Slovak Republic,Europe,1952,3558137.0
Slovak Republic,Europe,1957,3844277.0
Slovak Republic,Europe,1962,4237384.0
Slovak Republic,Europe,1967,4442238.0
Slovak Republic,Europe,1972,4593433.0
Slovak Republic,Europe,1977,4827803.0
Slovak Republic,Europe,1982,5048043.0
Slovak Republic,Europe,1987,5199318.0
Slovak Republic,Europe,1992,5302888.0
Slovak Republic,Europe,1997,5383010.0
Slovak Republic,Europe,2002,5410052.0
Slovak Republic,Europe,2007,5447502.0
Slovenia,Europe,1952,1489518.0
Slovenia,Europe,1957,1533070.0
Slovenia,Europe,1962,1582962.0
Slovenia,Europe,1967,1646912.0
Slovenia,Europe,1972,1694510.0
Slovenia,Europe,1977,1746919.0
Slovenia,Europe,1982,1861252.0
Slovenia,Europe,1987,1945870.0
Slovenia,Europe,1992,1999210.0
Slovenia,Europe,1997,2011612.0
Slovenia,Europe,2002,2011497.0
Slovenia,Europe,2007,2009245.0
Spain,Europe,1952,28549870.0
Spain,Europe,1957,29841614.0
Spain,Europe,1962,31158061.0
Spain,Europe,1967,32850275.0
Spain,Europe,1972,34513161.0
Spain,Europe,1977,36439000.0
Spain,Europe,1982,37983310.0
Spain,Europe,1987,38880702.0
Spain,Europe,1992,39549438.0
Spain,Europe,1997,39855442.0
Spain,Europe,2002,40152517.0
Spain,Europe,2007,40448191.0
Sweden,Europe,1952,7124673.0
Sweden,Europe,1957,7363802.0
Sweden,Europe,1962,7561588.0
Sweden,Europe,1967,7867931.0
Sweden,Europe,1972,8122293.0
Sweden,Europe,1977,8251648.0
Sweden,Europe,1982,8325260.0
Sweden,Europe,1987,8421403.0
Sweden,Europe,1992,8718867.0
Sweden,Europe,1997,8897619.0
Sweden,Europe,2002,8954175.0
Sweden,Europe,2007,9031088.0
Switzerland,Europe,1952,4815000.0
Switzerland,Europe,1957,5126000.0
Switzerland,Europe,1962,5666000.0
Switzerland,Europe,1967,6063000.0
Switzerland,Europe,1972,6401400.0
Switzerland,Europe,1977,6316424.0
Switzerland,Europe,1982,6468126.0
Switzerland,Europe,1987,6649942.0
Switzerland,Europe,1992,6995447.0
Switzerland,Europe,1997,7193761.0
Switzerland,Europe,2002,7361757.0
Switzerland,Europe,2007,7554661.0
Turkey,Europe,1952,22235677.0
Turkey,Europe,1957,25670939.0
Turkey,Europe,1962,29788695.0
Turkey,Europe,1967,33411317.0
Turkey,Europe,1972,37492953.0
Turkey,Europe,1977,42404033.0
Turkey,Europe,1982,47328791.0
Turkey,Europe,1987,52881328.0
Turkey,Europe,1992,58179144.0
Turkey,Europe,1997,63047647.0
Turkey,Europe,2002,67308928.0
Turkey,Europe,2007,71158647.0
United Kingdom,Europe,1952,50430000.0
United Kingdom,Europe,1957,51430000.0
United Kingdom,Europe,1962,53292000.0
United Kingdom,Europe,1967,54959000.0
United Kingdom,Europe,1972,56079000.0
United Kingdom,Europe,1977,56179000.0
United Kingdom,Europe,1982,56339704.0
United Kingdom,Europe,1987,56981620.0
United Kingdom,Europe,1992,57866349.0
United Kingdom,Europe,1997,58808266.0
United Kingdom,Europe,2002,59912431.0
United Kingdom,Europe,2007,60776238.0
Australia,Oceania,1952,8691212.0
Australia,Oceania,1957,9712569.0
Australia,Oceania,1962,10794968.0
Australia,Oceania,1967,11872264.0
Australia,Oceania,1972,13177000.0
Australia,Oceania,1977,14074100.0
Australia,Oceania,1982,15184200.0
Australia,Oceania,1987,16257249.0
Australia,Oceania,1992,17481977.0
Australia,Oceania,1997,18565243.0
Australia,Oceania,2002,19546792.0
Australia,Oceania,2007,20434176.0
New Zealand,Oceania,1952,1994794.0
New Zealand,Oceania,1957,2229407.0
New Zealand,Oceania,1962,2488550.0
New Zealand,Oceania,1967,2728150.0
New Zealand,Oceania,1972,2929100.0
New Zealand,Oceania,1977,3164900.0
New Zealand,Oceania,1982,3210650.0
New Zealand,Oceania,1987,3317166.0
New Zealand,Oceania,1992,3437674.0
New Zealand,Oceania,1997,3676187.0
New Zealand,Oceania,2002,3908037.0
New Zealand,Oceania,2007,4115771.0
